route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url
2227K,HSL,227K,Leppävaara-Kera-Lippajärvi-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b227K.html
2227N,HSL,227N,Elielinaukio-Leppävaara-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b227N.html
2229,HSL,229,Leppävaara-Karakallio-Viherlaakso,,704,http://aikataulut.hsl.fi/linjat/fi/b229.html
2231N,HSL,231N,Elielinaukio-Leppävaara-Lintuvaara-Vanhakartano,,701,http://aikataulut.hsl.fi/linjat/fi/s231n.html
2232,HSL,232,Kirkkotie-Gallträsk-Kasavuori-Kirkkotie,,704,http://aikataulut.hsl.fi/linjat/fi/b232.html
2235N,HSL,235N,Elielinaukio-Leppävaara-Espoon keskus-Kuurinniitty,,701,http://aikataulut.hsl.fi/linjat/fi/b235N.html
2236,HSL,236,Leppävaara-Viherlaakso-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b236.html
2236V,HSL,236V,Leppävaara-Viherlaakso-Koskelo-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b236V.html
2237,HSL,237,Leppävaara-Viherlaakso-Järvenperä-Högnäs,,701,http://aikataulut.hsl.fi/linjat/fi/s237.html
2237V,HSL,237V,Leppävaara-Viherlaakso-Högnäs,,701,http://aikataulut.hsl.fi/linjat/fi/s237.html
2239,HSL,239,Leppävaara-Viherlaakso-Perusmäki-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b239.html
2239V,HSL,239V,Leppävaara-Viherlaakso-Perusmäki-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b239V.html
2241,HSL,241,Espoon keskus-Mikkelä-Hirvisuo,,701,http://aikataulut.hsl.fi/linjat/fi/b241.html
2241V,HSL,241V,Espoon keskus-Hirvisuo,,701,http://aikataulut.hsl.fi/linjat/fi/b241V.html
2242,HSL,242,Espoon keskus-Kauklahti,,701,http://aikataulut.hsl.fi/linjat/fi/b242.html
2244,HSL,244,Espoon keskus-Nupuri-Brobacka-Siikaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b244.html
2245A,HSL,245A,Espoon keskus-Nuuksionpää-Kattila,,701,http://aikataulut.hsl.fi/linjat/fi/b245A.html
2246,HSL,246,Espoon keskus-Röylä-Bodom-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b246.html
2246K,HSL,246K,Espoon keskus-Kellonummi-Röylä,,701,http://aikataulut.hsl.fi/linjat/fi/b246K.html
2246KT,HSL,246KT,Espoon keskus-Kellonummi-Bodom-Röylä,,701,http://aikataulut.hsl.fi/linjat/fi/b246KT.html
2246T,HSL,246T,Espoon keskus-Bodom-Röylä,,701,http://aikataulut.hsl.fi/linjat/fi/b246T.html
2247,HSL,247,Espoon keskus-Muurala-Nupuri-Siikaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b247.html
2247B,HSL,247B,Espoon keskus-Muurala-Nupuri,,701,http://aikataulut.hsl.fi/linjat/fi/b247B.html
2321,HSL,321,Elielinaukio-Jupperi-Vanhakartano,,701,http://aikataulut.hsl.fi/linjat/fi/b321.html
2345,HSL,345,Elielinaukio-Rinnekoti,,701,http://aikataulut.hsl.fi/linjat/fi/b345.html
2345K,HSL,345K,Elielinaukio-Rinnekoti,,701,http://aikataulut.hsl.fi/linjat/fi/b345K.html
2345N,HSL,345N,Elielinaukio-Hämeenkylä-Rinnekoti,,701,http://aikataulut.hsl.fi/linjat/fi/b345N.html
2348,HSL,348,Rinnekoti-Röylä-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b348.html
2349,HSL,349,Lepsämänjoki-Hännikäinen-Serena-Kalajärvi-Perusmäki-Nemlahti,,701,http://aikataulut.hsl.fi/linjat/fi/b349.html
2349B,HSL,349B,Lepsämänjoki-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b349B.html
2349BK,HSL,349BK,Lepsämänjoki-Hännikäinen-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b349BK.html
2436N,HSL,436N,Elielinaukio-Myyrmäki-Martinlaakso-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b436N.html
2502,HSL,502,Kallio-Meilahti-Munkkiniemi-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b502.html
2510,HSL,510,Herttoniemi (M)-Pasila-Tapiola(M)-Espoonl.(M)-Kivenlahti (M),,702,http://aikataulut.hsl.fi/linjat/fi/b510.html
2510N,HSL,510N,Herttoniemi (M)-Pasila-Tapiola(M)-Espoonl.(M)-Kivenlahti (M),,701,http://aikataulut.hsl.fi/linjat/fi/b510N.html
2521,HSL,521,Leppävaara-Pähkinärinne-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b521.html
2521K,HSL,521K,Leppävaara-Pähkinärinne-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b521K.html
2531,HSL,531,Tiistilä-Matinkylä (M)-Olari-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b531.html
2533,HSL,533,Hyljelahti-Matinkylä (M)-Kauniainen-Järvenperä,,701,http://aikataulut.hsl.fi/linjat/fi/b533.html
2542,HSL,542,Soukanniemi-Soukka(M)-Espoonl.(M)-Kivenl.(M)-Espoon k.-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b542.html
2544,HSL,544,Leppävaara-Karamalmi-Kaitaa-Soukka-Espoonlahti-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/b544.html
2548,HSL,548,Tapiola (M)-Mankkaa-Kauniainen-Viherlaakso-Jupperi,,701,http://aikataulut.hsl.fi/linjat/fi/b548.html
2549,HSL,549,Tapiola(M)-Mankkaa-Kauniainen-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b549.html
2553,HSL,553,Hakunila-Malmi-Maunula-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b553.html
2554,HSL,554,Itäkeskus(M)-Leppävaara Tapiola(M)-Westendinasema,,701,http://aikataulut.hsl.fi/linjat/fi/b554.html
2582,HSL,582,Espoon keskus-Juvanmalmi-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b582.html
2582V,HSL,582V,Espoon keskus-Juvanmalmi-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b582V.html
3001D,HSL,D,Helsinki-Riihimäki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001H,HSL,H,Helsinki-Siuntio-Hanko,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001I,HSL,I,Helsinki-Helsinki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001K,HSL,K,Helsinki-Kerava,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001R,HSL,R,Helsinki-Riihimäki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001T,HSL,T,Helsinki-Riihimäki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001Z,HSL,Z,Helsinki-Lahti,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002A,HSL,A,Helsinki-Leppävaara,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002E,HSL,E,Helsinki-Kauklahti,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002L,HSL,L,Helsinki-Kirkkonummi,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002P,HSL,P,Helsinki-Helsinki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002U,HSL,U,Helsinki-Leppävaara,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002Y,HSL,Y,Helsinki-Siuntio,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
31M1,HSL,M1,Kivenlahti - Siilitie,,1,http://aikataulut.hsl.fi/linjat/fi/bM1.html
31M2,HSL,M2,Tapiola - Mellunmäki,,1,http://aikataulut.hsl.fi/linjat/fi/bM2.html
31M2B,HSL,M2B,Itäkeskus - Mellunmäki,,1,http://aikataulut.hsl.fi/linjat/fi/bM2B.html
4300,HSL,300,Elielinaukio-Myyrmäki,,702,http://aikataulut.hsl.fi/linjat/fi/b300.html
4300N,HSL,300N,Elielinaukio-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b300N.html
4311,HSL,311,Kaivoksela-Myyrmäki-Hämeenkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b311.html
4313,HSL,313,Kaivoksela-Myyrmäki-Hämeenkylä,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_313_web.pdf
4335,HSL,335,Askisto-Martinlaakso-Louhela-Myyrmäki-Vapaala-Linnainen,,701,http://aikataulut.hsl.fi/linjat/fi/b335.html
4335B,HSL,335B,Askisto-Martinlaakso-Louhela-Myyrmäki-Vapaala,,701,http://aikataulut.hsl.fi/linjat/fi/b335B.html
4343,HSL,343,Askisto-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b343.html
4400,HSL,400,Kamppi-Martinlaakso-Vantaankoski,,702,http://aikataulut.hsl.fi/linjat/fi/b400.html
4400N,HSL,400N,Kamppi-Martinlaakso-Vantaankoski,,701,http://aikataulut.hsl.fi/linjat/fi/b400N.html
4413,HSL,413,Martinlaakso-Myyrmäki,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_413_web.pdf
4415N,HSL,415N,Elielinaukio-Myyrmäki-Ylästö-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b415N.html
4431,HSL,431,Elielinaukio-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b431.html
4431B,HSL,431B,Elielinaukio-Vantaanlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b431B.html
4431N,HSL,431N,Elielinaukio-Kuninkaantammi-Vantaanlaakso-Kivistö-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b431N.html
4433,HSL,433,Martinlaakso-Vantaanpuisto-Petas-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b433.html
4434,HSL,434,Kivistö-Keimolanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b434.html
4443,HSL,443,Kivistö-Vestra,,701,http://aikataulut.hsl.fi/linjat/fi/b443.html
4443K,HSL,443K,Kivistö-Luhtaanmäki-Vestra,,701,http://aikataulut.hsl.fi/linjat/fi/b443K.html
4444,HSL,444,Kivistö-Katriinan sairaala-Tapola-Riipilä,,701,http://aikataulut.hsl.fi/linjat/fi/b444.html
4444T,HSL,444T,Kivistö-Katriinan sairaala-Tapola-Pirttiranta-Riipilä,,701,http://aikataulut.hsl.fi/linjat/fi/b444T.html
4445,HSL,445,Kivistö-Katriinan sairaala-Reuna,,701,http://aikataulut.hsl.fi/linjat/fi/b445.html
4446,HSL,446,Kivistö-Koivupää-Katriinan sairaala-Kesäkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b446.html
4447,HSL,447,Kivistö-Viinikanmetsä-Kesäkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b447.html
4518,HSL,518,Ilmala-Pasila-Kuninkaanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b518.html
4522,HSL,522,Leppävaara - Pähkinärinne - Vantaankoski,,701,http://aikataulut.hsl.fi/linjat/fi/b522.html
4522B,HSL,522B,Leppävaara-Hämevaara,,701,http://aikataulut.hsl.fi/linjat/fi/b522B.html
4560,HSL,560,Rastila (M)-Vuosaari (M)-Kontula (M)-Malmi-Myyrmäki,,702,http://aikataulut.hsl.fi/linjat/fi/b560.html
4560N,HSL,560N,Rastila (M)-Vuosaari (M)-Kontula (M)-Malmi-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b560N.html
4561,HSL,561,Itäkeskus (M)-Malmi-Aviapolis-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b561.html
4562,HSL,562,Itäkeskus (M) - Malmi - Aviapolis - Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/v562.html
4570,HSL,570,Mellunmäki(M)-Tikkurila-Aviapolis-Lentoasema,,702,http://aikataulut.hsl.fi/linjat/fi/b570.html
4570N,HSL,570N,Mellunmäki(M)-Tikkurila-Aviapolis-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b570N.html
4571,HSL,571,Tikkurila-Ylästö-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b571.html
4571B,HSL,571B,Tikkurila-Hels. pit. kirkko,,701,http://aikataulut.hsl.fi/linjat/fi/b571B.html
4572,HSL,572,Mellunmäki-Martinlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b572.html
4574,HSL,574,Peijas-Ruskeasanta-Aviapolis-Ylästö-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b574.html
4576,HSL,576,Tikkurila-Aviapolis-Seutula-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b576.html
4587,HSL,587,Mellunmäki-Korso-Vierumäki,,701,http://aikataulut.hsl.fi/linjat/fi/b587.html
4588,HSL,588,Länsisalmi-Itä-Hakkila-Sotungin koulu,,701,http://aikataulut.hsl.fi/linjat/fi/b588.html
4588B,HSL,588B,Länsisalmi-Sotungin koulu,,701,http://aikataulut.hsl.fi/linjat/fi/b588B.html
4600,HSL,600,Rautatientori-Kartanonkoski-Lentoasema,,702,http://aikataulut.hsl.fi/linjat/fi/b600.html
4600N,HSL,600N,Rautatientori-Kartanonkoski-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b600N.html
4611,HSL,611,Rautatientori-Siltamäki-Suutarila-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b611.html
4614,HSL,614,Sörnäinen-Tammisto-Ylästö,,701,http://aikataulut.hsl.fi/linjat/fi/b614.html
4614K,HSL,614K,Sörnäinen-Tammisto-Ylästö,,701,http://aikataulut.hsl.fi/linjat/fi/b614K.html
4617,HSL,617,Sörnäinen-Tammisto-Aviapolis,,701,http://aikataulut.hsl.fi/linjat/fi/b617.html
4619,HSL,619,Tikkurila-Hiekkaharju-Simonsilta,,701,http://aikataulut.hsl.fi/linjat/fi/b619.html
4623,HSL,623,Sörnäinen-Peijas,,701,http://aikataulut.hsl.fi/linjat/fi/b623.html
4624,HSL,624,Tikkurila-Ilola-Leinelä-Koivukylä-Havukoski-Päiväkumpu,,701,http://aikataulut.hsl.fi/linjat/fi/b624.html
4624N,HSL,624N,Tikkurila-Leinelä-Ilola,,701,http://aikataulut.hsl.fi/linjat/fi/b624N.html
4625,HSL,625,Tikkurila-Koivukylä-Peijas-Rekolanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b625.html
4631,HSL,631,Tikkurila-Koivukylä-Korso-Kulomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b631.html
4633,HSL,633,Sörnäinen-Ilola-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b633.html
4699X,HSL,699X,Elielinaukio - Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b699X.html
4711,HSL,711,Sörnäinen-Kuusikko-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b711.html
4711K,HSL,711K,Sörnäinen-Kuusikko-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b711K.html
4712,HSL,712,Tikkurila - Kuusijärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b712.html
4713,HSL,713,Hakunilan palvelulinja,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_713_web.pdf
4713B,HSL,713B,Hakunilan palvelulinja,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_713_web.pdf
4717,HSL,717,Rautatientori-Jakomäki-Hakunila-Honkanummi-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b717.html
4717K,HSL,717K,Rautatientori-Jakomäki-Vaarala-Hakunila-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b717K.html
4717N,HSL,717N,Rautatientori-Jakomäki-Hakunila-Nissas,,701,http://aikataulut.hsl.fi/linjat/fi/b717N.html
4718,HSL,718,Rautatientori-Nissas,,701,http://aikataulut.hsl.fi/linjat/fi/b718.html
4718A,HSL,718A,Rautatientori-Nissas-Sotunki,,701,http://aikataulut.hsl.fi/linjat/fi/b718A.html
4719,HSL,719,Nybygget-Hakunila,,701,http://aikataulut.hsl.fi/linjat/fi/b719.html
4719B,HSL,719B,Länsisalmi-Hakunila,,701,http://aikataulut.hsl.fi/linjat/fi/b719B.html
4719K,HSL,719K,Nybygget-Länsisalmi-Hakunila,,701,http://aikataulut.hsl.fi/linjat/fi/b719K.html
4721,HSL,721,Sörnäinen-Honkanummi-Havukoski-Päiväkumpu-Koivukylä,,701,http://aikataulut.hsl.fi/linjat/fi/b721.html
4721N,HSL,721N,Rautatientori-Honkanummi-Havukoski-Päiväkumpu-Koivukylä,,701,http://aikataulut.hsl.fi/linjat/fi/b721N.html
4723,HSL,723,Koivukylän palvelulinja,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_723_web.pdf
4724,HSL,724,Tikkurila-Jokiniemi-Havukoski-Päiväkumpu,,701,http://aikataulut.hsl.fi/linjat/fi/b724.html
4731,HSL,731,Sörnäinen-Korso-Kulomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b731.html
4731N,HSL,731N,Rautatientori-Kulomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b731N.html
4734,HSL,734,Jokivarsi-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b734.html
4735,HSL,735,Tikkurila-Korso-Mikkola,,701,http://aikataulut.hsl.fi/linjat/fi/b735.html
4736,HSL,736,Tikkurila-Sotunki-Nikinmäki-Leppäkorpi-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b736.html
4736B,HSL,736B,Nikinmäki-Leppäkorpi-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b736B.html
4737,HSL,737,Pohjois-Nikinmäki-Nikinmäki-Mikkola-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b737.html
4737K,HSL,737K,Pohjois-Nikinmäki-Nikinmäki-Jokivarsi-Mikkola-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b737K.html
4739,HSL,739,Rautatientori-Kuninkaanmäki-Nikinmäk-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b739.html
5520,HSL,520,Matinkylä (M)-Suurpelto-Leppävaara-Myyrmäki-Martinlaakso,,702,http://aikataulut.hsl.fi/linjat/fi/b520.html
5520N,HSL,520N,Matinkylä (M)-Suurpelto-Leppävaara-Myyrmäki-Martinlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b520N.html
5530,HSL,530,Matinkylä (M)-Finnoo (M)-Espoon keskus-Myyrmäki,,702,http://aikataulut.hsl.fi/linjat/fi/b530.html
5530N,HSL,530N,Matinkylä (M)-Finnoo (M)-Espoon keskus-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b530N.html
5566,HSL,566,Martinlaakso-Järvenperä-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b566.html
5583,HSL,583,Aviapolis-Louhela-Perusmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b583.html
5583K,HSL,583K,Aviapolis-Louhela-Perusmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b583K.html
5584,HSL,584,Aviapolis-Louhela-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b584.html
5584T,HSL,584T,Kalajärvi-Louhela-Helsinge skola,,701,http://aikataulut.hsl.fi/linjat/fi/b584T.html
6171,HSL,171,Matinkylä (M)-Masala-Kirkkonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b171.html
6171B,HSL,171B,Kirkkonummi - Gesterby,,701,http://aikataulut.hsl.fi/linjat/fi/b171B.html
6171Z,HSL,171Z,Matinkylä (M)-Gesterby-Kirkkonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b171Z.html
6172,HSL,172,Matinkylä (M)-Masala-Kirkkonummi-Kantvik,,701,http://aikataulut.hsl.fi/linjat/fi/b172.html
6173,HSL,173,Matinkylä (M)-Masala-Kirkkonummi-Upinniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b173.html
6173N,HSL,173N,Kamppi-Masala-Kirkkonummi-Upinniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b173N.html
6173Z,HSL,173Z,Matinkylä (M)-Kirkkonummi-Upinniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b173Z.html
6174Z,HSL,174Z,Kaislampi-Gesterby-Kivenlahti (M),,701,http://aikataulut.hsl.fi/linjat/fi/b174Z.html
6175,HSL,175,Matinkylä (M)-Sarvvik-Masala-Jorvas,,701,http://aikataulut.hsl.fi/linjat/fi/b175.html
6175K,HSL,175K,Luoma-Masala-Matinkylä (M),,701,http://aikataulut.hsl.fi/linjat/fi/b175K.html
6175V,HSL,175V,Matinkylä (M)-Jorvas,,701,http://aikataulut.hsl.fi/linjat/fi/b175V.html
6181,HSL,181,Kirkkonummi-Siuntio,,701,http://aikataulut.hsl.fi/linjat/fi/b181.html
6182,HSL,182,Kirkkonummi-Siuntio,,701,http://aikataulut.hsl.fi/linjat/fi/b182.html
6182A,HSL,182A,Kirkkonummi-Siuntio-Siuntion uimahalli,,701,http://aikataulut.hsl.fi/linjat/fi/b182A.html
6182K,HSL,182K,Siuntio-Kirkkonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b182K.html
6183,HSL,183,Kirkkonummi-Överby-Störsvik-Siuntio,,701,http://aikataulut.hsl.fi/linjat/fi/b183.html
6184,HSL,184,Kirkkonummi-Evitskog-Siuntion kk.-Siuntio,,701,http://aikataulut.hsl.fi/linjat/fi/b184.html
6211E,HSL,211E,Leppävaara-Kauklahti,,701,http://aikataulut.hsl.fi/linjat/fi/b211E.html
6211U,HSL,211U,Leppävaara-Kirkkonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b211U.html
6243,HSL,243,Espoon keskus-Muurala-Kolmperä-Kolmiranta-Veikkola,,701,http://aikataulut.hsl.fi/linjat/fi/b243.html
6243V,HSL,243V,Espoon keskus-Muurala-Kolmperä-Veikkola,,701,http://aikataulut.hsl.fi/linjat/fi/b243V.html
6249Y,HSL,249Y,Leppävaara-Kirkkonummi-Siuntio,,701,http://aikataulut.hsl.fi/linjat/fi/b249Y.html
6901,HSL,901,Luoma-Masala-Jorvaksentie-Hirsala,,701,http://aikataulut.hsl.fi/linjat/fi/b901.html
6901B,HSL,901B,Gesterby-Hirsala,,701,http://aikataulut.hsl.fi/linjat/fi/b901B.html
6901K,HSL,901K,Luoma-Masala-Gesterby-Hirsala,,701,http://aikataulut.hsl.fi/linjat/fi/b901K.html
6902,HSL,902,Kirkkonummi-Porkkala,,701,http://aikataulut.hsl.fi/linjat/fi/b902.html
6902K,HSL,902K,Kirkkonummi-Gesterbynkaari-HeikkiläPorkkala,,701,http://aikataulut.hsl.fi/linjat/fi/b902K.html
6903,HSL,903,Kirkkonummi-Hila,,701,http://aikataulut.hsl.fi/linjat/fi/b903.html
6903K,HSL,903K,Kirkkonummi-Kantvik-Hila,,701,http://aikataulut.hsl.fi/linjat/fi/b903K.html
6904,HSL,904,Kirkkonummi-Kyrkvalla-Kantvik,,701,http://aikataulut.hsl.fi/linjat/fi/b904.html
6905,HSL,905,Pikkalan tehdas-Överby-Kirkkonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b905.html
6906,HSL,906,Luoma-Masala-Kauhala,,701,http://aikataulut.hsl.fi/linjat/fi/b906.html
6907,HSL,907,Kirkkonummi-Veklahti-Lapinkylä-Veikkola,,701,http://aikataulut.hsl.fi/linjat/fi/b907.html
6908,HSL,908,Kirkkonummi-Evitskog-Kylmälä-Veikkola-Kaislampi,,701,http://aikataulut.hsl.fi/linjat/fi/b908.html
6908K,HSL,908K,Kirkkonummi-Evitskog-Kylmälä-Veikkola-Kaislampi,,701,http://aikataulut.hsl.fi/linjat/fi/b908K.html
6909,HSL,909,Veikkola-Lapinkylä-Kauhala,,701,http://aikataulut.hsl.fi/linjat/fi/b909.html
6909K,HSL,909K,Veikkola-Lapinkylä-Oitmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b909K.html
6911,HSL,911,Kauklahti-Masala-Kirkkonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b911.html
6912,HSL,912,Pikkala-Kuntakeskus,,704,http://aikataulut.hsl.fi/linjat/fi/b912.html
6912K,HSL,912K,Pikkala-Böle-Störsvik-Siuntio,,704,http://aikataulut.hsl.fi/linjat/fi/b912K.html
6913A,HSL,913A,Kuntakeskus-Västerby-Karskog-Kuntakeskus,,704,http://aikataulut.hsl.fi/linjat/fi/b913A.html
6913B,HSL,913B,Kuntakeskus-Kela-Karskog-Västerby,,704,http://aikataulut.hsl.fi/linjat/fi/b913B.html
6914,HSL,914,Kuntakeskus- Siuntion kk.-Raivio-Bocksintie,,704,http://aikataulut.hsl.fi/linjat/fi/b914.html
6914T,HSL,914T,Kuntakeskus- Siuntion kk.-Bocksintie,,704,http://aikataulut.hsl.fi/linjat/fi/b914T.html
6915A,HSL,915A,Kuntakeskus-Siuntion kk.-Järvinummi-Kuntakeskus,,704,http://aikataulut.hsl.fi/linjat/fi/b915A.html
6915B,HSL,915B,Kuntakeskus-Siuntion kylpylä-Siuntion kk.-Annila-Järvinummi,,704,http://aikataulut.hsl.fi/linjat/fi/b915B.html
6915T,HSL,915T,Kuntakeskus-Siuntion kk.-Järvinummi-Kahvimaa,,704,http://aikataulut.hsl.fi/linjat/fi/b915T.html
6916,HSL,916,Kuntakeskus-Siuntion kk.-Suitia-Pauni,,704,http://aikataulut.hsl.fi/linjat/fi/b916.html
6916K,HSL,916K,Kuntakeskus-Siuntion uimahalli-Siuntion kk.-Suitia-Pauni,,704,http://aikataulut.hsl.fi/linjat/fi/b916K.html
6917,HSL,917,Kuntakeskus-Siuntion kk.-Vejans-Hästböle-Kuntakeskus,,704,http://aikataulut.hsl.fi/linjat/fi/b917.html
7191,HSL,191,Kirkkonummi-Pikkala th.(-Inkoo),,700,http://aikataulut.hsl.fi/linjat/fi/b191.html
7191A,HSL,191A,Matinkylä-Kirkkonummi-Pikkala th.,,700,http://aikataulut.hsl.fi/linjat/fi/b191A.html
7192,HSL,192,Kamppi-Länsiväylä(-Inkoo),,700,http://aikataulut.hsl.fi/linjat/fi/b192.html
7192KM,HSL,192KM,Kamppi-Länsiväylä-Kirkkonummen asema(-Inkoo),,700,http://aikataulut.hsl.fi/linjat/fi/b192KM.html
7192M,HSL,192M,(Inkoo-)Länsiväylä-Kamppi,,700,http://aikataulut.hsl.fi/linjat/fi/b192M.html
7192V,HSL,192V,Kamppi-Länsiväylä(-Inkoo),,700,http://aikataulut.hsl.fi/linjat/fi/b192V.html
7193V,HSL,193V,Degerbyntie-Siuntion as.-Nysvidja,,700,http://aikataulut.hsl.fi/linjat/fi/b193V.html
7193VK,HSL,193VK,Degerbyntie-Siuntion as.-Nysvidja,,700,http://aikataulut.hsl.fi/linjat/fi/b193VK.html
7275,HSL,275,Leppävaara-Nihtisilta-Turunväylä-Veikkola,,700,http://aikataulut.hsl.fi/linjat/fi/b275.html
7280,HSL,280,Kamppi-Turunväylä-Veikkola-,,700,http://aikataulut.hsl.fi/linjat/fi/b280.html
7280A,HSL,280A,Kamppi-Turunväylä-Veikkola-(Kalkkimäki),,700,http://aikataulut.hsl.fi/linjat/fi/b280A.html
